codigo_ocorrencia,codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,total_recomendacoes
77296,77296,INCIDENTE,LONDRINA,PR,SBLO,2017-11-27,13:30:00,0
77288,77288,INCIDENTE,CURITIBA,PR,SBBI,2017-11-28,15:30:00,0
77289,77289,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,2017-11-28,00:00:00,0
77285,77285,INCIDENTE,PORTO ALEGRE,RS,SBPA,2017-11-29,21:35:00,0
77276,77276,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,2017-11-30,08:40:00,0
77277,77277,INCIDENTE GRAVE,PARÁ DE MINAS,MG,SNPA,2017-11-30,12:30:00,0
77278,77278,ACIDENTE,MARINGÁ,PR,SBMG,2017-11-30,18:24:00,1
77281,77281,INCIDENTE GRAVE,SÃO PAULO,SP,****,2017-11-30,21:33:00,0
77264,77264,ACIDENTE,PIRACICABA,SP,SDPW,2017-12-03,15:00:00,0
77265,77265,ACIDENTE,TELÊMACO BORBA,PR,****,2017-12-03,19:25:00,1
77267,77267,ACIDENTE,ELDORADO,MS,SJFM,2017-12-03,20:45:00,0
77271,77271,ACIDENTE,TUCUMÃ,PA,****,2017-12-03,11:20:00,3
77258,77258,INCIDENTE,BELO HORIZONTE,MG,****,2017-12-06,17:34:00,0
77259,77259,ACIDENTE,NAVEGANTES,SC,SBNF,2017-12-06,11:53:00,1
77256,77256,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,2017-12-07,16:40:00,0
77257,77257,INCIDENTE,FORTALEZA,CE,SBFZ,2017-12-07,17:10:00,0
77255,77255,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,2017-12-08,13:30:00,0
77248,77248,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,2017-12-09,09:30:00,1
77249,77249,INCIDENTE GRAVE,ERECHIM,RS,SSER,2017-12-09,13:18:00,0
77250,77250,INCIDENTE,BARREIRAS,BA,SNDH,2017-12-09,17:30:00,0
77251,77251,ACIDENTE,BAEPENDI,MG,****,2017-12-09,11:15:00,0
77252,77252,ACIDENTE,NOVA BANDEIRANTES,MT,****,2017-12-09,13:30:00,0
77245,77245,INCIDENTE,SÃO PAULO,SP,SBMT,2017-12-10,11:52:00,0
77247,77247,INCIDENTE,SÃO PAULO,SP,SBSP,2017-12-10,13:30:00,0
77244,77244,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,2017-12-11,16:25:00,0
77239,77239,INCIDENTE,PORTO ALEGRE,RS,SBPA,2017-12-13,17:33:00,0
77230,77230,INCIDENTE,LONDRINA,PR,SBLO,2017-12-15,15:27:00,0
77211,77211,INCIDENTE,CABO FRIO,RJ,SBCB,2017-12-23,13:15:00,0
77213,77213,INCIDENTE GRAVE,CATUTI,MG,****,2017-12-23,19:30:00,0
77208,77208,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2017-12-26,21:00:00,0
77209,77209,INCIDENTE,SÃO PAULO,SP,SIBH,2017-12-26,14:16:00,0
77205,77205,INCIDENTE,PORTO SEGURO,BA,****,2017-12-27,16:20:00,0
77206,77206,INCIDENTE GRAVE,EDÉIA,GO,****,2017-12-27,09:15:00,0
77203,77203,INCIDENTE,ARAGUAÍNA,TO,SWGN,2017-12-28,06:30:00,0
77202,77202,INCIDENTE GRAVE,UBATUBA,SP,SDUB,2017-12-29,17:30:00,3
77200,77200,ACIDENTE,DOM PEDRITO,RS,****,2017-12-30,16:45:00,0
77607,77607,INCIDENTE,PORTO SEGURO,BA,SBPS,2018-01-03,11:36:00,0
77608,77608,INCIDENTE GRAVE,ARROIO GRANDE,RS,****,2018-01-03,13:51:00,0
77610,77610,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBGL,2018-01-04,23:38:00,0
77616,77616,INCIDENTE GRAVE,PORTO SEGURO,BA,****,2018-01-04,20:45:00,0
77617,77617,INCIDENTE,CAMPO GRANDE,AL,SBCG,2018-01-04,20:44:00,0
77631,77631,INCIDENTE,BELO HORIZONTE,MG,SBBH,2018-01-04,16:08:00,0
77614,77614,INCIDENTE,GUARULHOS,SP,SBGR,2018-01-05,03:17:00,0
77622,77622,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2018-01-05,19:00:00,0
77627,77627,INCIDENTE,LONDRINA,PR,SBLO,2018-01-05,16:20:00,0
77612,77612,ACIDENTE,ITAPEMA,SC,****,2018-01-06,10:30:00,0
77682,77682,INCIDENTE,BELÉM,AL,SBBE,2018-01-09,23:39:00,0
77630,77630,ACIDENTE,SÃO LOURENÇO DO SUL,RS,****,2018-01-10,12:00:00,2
77638,77638,ACIDENTE,DOM PEDRITO,RS,SSFC,2018-01-10,12:00:00,4
77639,77639,ACIDENTE,DOM PEDRITO,RS,SSFC,2018-01-10,16:20:00,4
77637,77637,INCIDENTE,BENTO GONÇALVES,RS,****,2018-01-11,11:14:00,0
77632,77632,INCIDENTE,GUARULHOS,SP,SBGR,2018-01-12,06:00:00,0
77642,77642,ACIDENTE,LINHARES,ES,****,2018-01-13,17:30:00,0
77672,77672,ACIDENTE,FORMOSA DO RIO PRETO,BA,SNFS,2018-01-13,10:50:00,0
77636,77636,ACIDENTE,JUNDIAÍ,SP,SBJD,2018-01-14,10:07:00,0
77640,77640,ACIDENTE,AQUIRAZ,CE,****,2018-01-15,12:43:00,0
77641,77641,INCIDENTE,VITÓRIA DA CONQUISTA,BA,****,2018-01-15,23:30:00,0
77643,77643,INCIDENTE,GUARULHOS,SP,SBGR,2018-01-17,09:05:00,0
77650,77650,ACIDENTE,JUIZ DE FORA,MG,SBJF,2018-01-18,13:30:00,0
77656,77656,INCIDENTE,CAMPO GRANDE,AL,SBCG,2018-01-18,20:28:00,0
77657,77657,ACIDENTE,ITABELA,BA,****,2018-01-18,11:15:00,0
77649,77649,ACIDENTE,QUATRO IRMÃOS,RS,****,2018-01-19,17:40:00,2
77686,77686,ACIDENTE,GARIBALDI,RS,SSGA,2018-01-19,18:35:00,0
77653,77653,ACIDENTE,VILA VELHA,ES,SIVU,2018-01-21,15:40:00,0
77676,77676,INCIDENTE,BELÉM,AL,SBBE,2018-01-21,16:40:00,0
78461,78461,INCIDENTE,PORTO ALEGRE,RS,SBPA,2018-01-21,14:03:00,0
77678,77678,ACIDENTE,RECIFE,PE,****,2018-01-23,09:05:00,9
77697,77697,ACIDENTE,ITAITUBA,PA,SNMD,2018-01-23,21:00:00,0
77701,77701,INCIDENTE,ANÁPOLIS,GO,SWNS,2018-01-23,19:00:00,0
77689,77689,INCIDENTE GRAVE,JUARA,MT,****,2018-01-25,12:30:00,0
77663,77663,ACIDENTE,INACIOLÂNDIA,GO,****,2018-01-26,12:20:00,1
77684,77684,ACIDENTE,ARROIO GRANDE,RS,5JTI,2018-01-26,09:00:00,2
77726,77726,ACIDENTE,RIO DE JANEIRO,RJ,****,2018-01-28,11:30:00,4
77763,77763,INCIDENTE,MONTENEGRO,RS,****,2018-01-31,13:30:00,0
77666,77666,ACIDENTE,MATA,RS,****,2018-02-01,18:10:00,0
77704,77704,INCIDENTE,SÃO PAULO,SP,SBMT,2018-02-01,13:50:00,0
77688,77688,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,2018-02-03,15:00:00,0
77661,77661,INCIDENTE,VITÓRIA,ES,SBVT,2018-02-07,07:37:00,0
77670,77670,ACIDENTE,ITAITUBA,PA,****,2018-02-07,15:30:00,2
77687,77687,ACIDENTE,PROMISSÃO,SP,****,2018-02-07,12:10:00,0
77675,77675,ACIDENTE,ARROIO GRANDE,RS,****,2018-02-08,15:30:00,2
77705,77705,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,2018-02-08,18:00:00,0
77667,77667,ACIDENTE,RIBEIRÃO CASCALHEIRA,MT,****,2018-02-09,14:00:00,1
77707,77707,INCIDENTE,SÃO PAULO,SP,SBMT,2018-02-09,19:07:00,0
77690,77690,ACIDENTE,RIO BRANCO,AC,****,2018-02-11,13:30:00,0
77685,77685,ACIDENTE,ITAPETININGA,SP,****,2018-02-12,21:30:00,1
77679,77679,ACIDENTE,PASSO FUNDO,RS,****,2018-02-14,17:15:00,0
77703,77703,INCIDENTE GRAVE,PARAGUAÇU PAULISTA,SP,****,2018-02-14,15:45:00,0
77698,77698,ACIDENTE,CAMAPUÃ,MS,****,2018-02-15,14:40:00,0
77680,77680,ACIDENTE,PORTO UNIÃO,SC,****,2018-02-17,18:30:00,0
77719,77719,INCIDENTE,SÃO PAULO,SP,SBSP,2018-02-17,19:46:00,0
77660,77660,ACIDENTE,SÃO DESIDÉRIO,BA,****,2018-02-18,19:15:00,2
77724,77724,ACIDENTE,NOVO HORIZONTE,SC,SDNH,2018-02-19,10:10:00,2
77857,77857,INCIDENTE,LIMA DUARTE,MG,SJXM,2018-02-20,14:00:00,0
77693,77693,ACIDENTE,TANGARÁ DA SERRA,MT,****,2018-02-22,14:00:00,1
77695,77695,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,2018-02-22,11:00:00,2
77700,77700,ACIDENTE,MANAUS,AM,****,2018-02-22,13:10:00,2
77718,77718,ACIDENTE,SANTA RITA DO NOVO DESTINO,GO,****,2018-02-22,14:00:00,0
78181,78181,INCIDENTE,SÃO PAULO,SP,****,2018-02-22,16:30:00,0
77716,77716,INCIDENTE,MANAUS,AM,SBEG,2018-02-24,21:05:00,0
77717,77717,ACIDENTE,QUADRA,SP,*****,2018-02-25,14:30:00,1
77694,77694,INCIDENTE GRAVE,SÃO PAULO,SP,SBSP,2018-02-26,22:30:00,0
77699,77699,ACIDENTE,ENTRE-IJUÍS,RS,****,2018-02-26,19:30:00,0
77691,77691,ACIDENTE,BRASILÂNDIA,MS,****,2018-02-27,12:40:00,0
77673,77673,INCIDENTE GRAVE,PASSO FUNDO,RS,SBPF,2018-02-28,11:00:00,0
77696,77696,ACIDENTE,ITAITUBA,PA,SNMD,2018-02-28,19:30:00,0
77702,77702,INCIDENTE,GUARULHOS,SP,SBGR,2018-03-01,21:12:00,0
77710,77710,ACIDENTE,OSÓRIO,RS,****,2018-03-04,14:43:00,0
77729,77729,INCIDENTE GRAVE,TEÓFILO OTONI,MG,SNTO,2018-03-04,20:40:00,0
77728,77728,INCIDENTE GRAVE,TANGARÁ DA SERRA,MT,****,2018-03-06,13:00:00,0
77731,77731,ACIDENTE,AGUDO,RS,****,2018-03-06,21:30:00,1
77733,77733,ACIDENTE,SÃO DESIDÉRIO,BA,****,2018-03-07,17:10:00,3
77734,77734,INCIDENTE GRAVE,JOÃO PESSOA,PB,SNJO,2018-03-07,18:00:00,0
77736,77736,INCIDENTE,CAMPINAS,SP,SBKP,2018-03-07,16:50:00,0
77730,77730,INCIDENTE,NOBRES,MT,SWVZ,2018-03-08,14:30:00,0
77732,77732,ACIDENTE,JOINVILLE,SC,****,2018-03-08,18:55:00,0
77856,77856,INCIDENTE,CACOAL,RO,SSKW,2018-03-09,22:40:00,0
77742,77742,ACIDENTE,URUÇUÍ,PI,****,2018-03-10,13:35:00,1
77740,77740,INCIDENTE,SÃO PAULO,SP,SBMT,2018-03-11,17:30:00,0
77741,77741,ACIDENTE,CIANORTE,PR,****,2018-03-11,12:25:00,1
77747,77747,INCIDENTE,TATUÍ,SP,SDTF,2018-03-11,18:00:00,0
77743,77743,ACIDENTE,JABOTICABAL,SP,****,2018-03-13,13:00:00,0
77749,77749,ACIDENTE,MONTES CLAROS,MG,****,2018-03-14,15:30:00,0
77750,77750,ACIDENTE,CURRALINHO,PA,****,2018-03-15,15:00:00,0
77751,77751,INCIDENTE,CAMPINAS,SP,SDAM,2018-03-16,15:35:00,0
77752,77752,ACIDENTE,ORIXIMINÁ,PA,****,2018-03-16,12:40:00,2
77753,77753,ACIDENTE,AVANHANDAVA,SP,****,2018-03-16,13:00:00,0
77754,77754,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SDVH,2018-03-17,15:20:00,0
77755,77755,INCIDENTE GRAVE,MARAGOGI,AL,****,2018-03-18,17:15:00,0
77756,77756,INCIDENTE GRAVE,IGARASSU,PE,SIFC,2018-03-18,18:45:00,0
77757,77757,INCIDENTE GRAVE,TORRES,RS,SBTR,2018-03-18,20:30:00,0
77761,77761,INCIDENTE GRAVE,SINOP,MT,SWVR,2018-03-18,12:40:00,0
77771,77771,ACIDENTE,SETUBINHA,MG,****,2018-03-18,17:00:00,0
77863,77863,INCIDENTE,SÃO LUÍS,MA,SBSL,2018-03-18,20:44:00,0
77764,77764,INCIDENTE,SÃO PAULO,SP,SBSP,2018-03-21,20:00:00,0
77765,77765,INCIDENTE GRAVE,JACAREACANGA,PA,SNKH,2018-03-21,17:00:00,0
78067,78067,INCIDENTE,SÃO PAULO,SP,****,2018-03-21,22:10:00,0
77770,77770,ACIDENTE,ARAÇATUBA,SP,****,2018-03-22,18:15:00,1
77805,77805,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2018-03-22,03:15:00,0
77838,77838,INCIDENTE,LIMEIRA DO OESTE,MG,****,2018-03-22,13:00:00,0
77766,77766,ACIDENTE,CANELA,RS,SSCN,2018-03-23,21:20:00,2
77768,77768,ACIDENTE,NOVA IGUAÇU,RJ,****,2018-03-23,18:30:00,0
77780,77780,INCIDENTE,FORTALEZA,CE,SBFZ,2018-03-23,02:45:00,0
77782,77782,INCIDENTE,SALVADOR,BA,SBSV,2018-03-23,19:00:00,0
77769,77769,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,2018-03-24,16:57:00,0
77773,77773,ACIDENTE,BRAGANÇA PAULISTA,SP,****,2018-03-25,21:00:00,0
77775,77775,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,2018-03-25,01:47:00,0
77774,77774,INCIDENTE,PORTO VELHO,RO,SBPV,2018-03-27,19:54:00,0
77859,77859,INCIDENTE GRAVE,GOIÂNIA,GO,SWNV,2018-03-27,12:40:00,0
77778,77778,ACIDENTE,TAILÂNDIA,PA,****,2018-03-28,12:00:00,0
77779,77779,INCIDENTE,SÃO PAULO,SP,SBSP,2018-03-28,17:50:00,0
77816,77816,ACIDENTE,AQUIDAUANA,MS,SSGX,2018-03-28,11:45:00,0
77781,77781,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,2018-03-30,12:50:00,0
77787,77787,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,2018-03-30,14:00:00,0
77785,77785,ACIDENTE,ROSÁRIO,MA,****,2018-04-01,19:00:00,0
77790,77790,INCIDENTE,ROSÁRIO,MA,****,2018-04-01,20:50:00,0
77784,77784,INCIDENTE GRAVE,OURILÂNDIA DO NORTE,PA,SDOW,2018-04-02,17:50:00,0
77793,77793,ACIDENTE,LUCAS DO RIO VERDE,MT,****,2018-04-02,11:30:00,0
77786,77786,ACIDENTE,SANTANA DO ARAGUAIA,PA,****,2018-04-03,11:15:00,1
77792,77792,ACIDENTE,NOVA PORTEIRINHA,MG,****,2018-04-03,20:30:00,0
77839,77839,INCIDENTE,LONDRINA,PR,SBLO,2018-04-03,16:41:00,0
77789,77789,INCIDENTE GRAVE,RECIFE,PE,SBRF,2018-04-05,16:49:00,0
77842,77842,INCIDENTE,JUNDIAÍ,SP,SBJD,2018-04-05,20:23:00,0
77791,77791,INCIDENTE GRAVE,TERESÓPOLIS,RJ,****,2018-04-06,22:40:00,3
77800,77800,INCIDENTE,PORTO ALEGRE,RS,SBPA,2018-04-06,03:25:00,0
77847,77847,ACIDENTE,JANDAIA,GO,****,2018-04-06,10:30:00,2
77794,77794,INCIDENTE,SÃO PAULO,SP,SBMT,2018-04-08,18:20:00,0
77803,77803,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,2018-04-09,00:32:00,9
77807,77807,ACIDENTE,CAMPO GRANDE,MS,SBCG,2018-04-10,23:40:00,4
77809,77809,INCIDENTE,FORMOSA DO RIO PRETO,BA,SWVI,2018-04-10,13:00:00,0
77808,77808,ACIDENTE,ELDORADO DO SUL,RS,SIXE,2018-04-11,12:45:00,4
77819,77819,ACIDENTE,RECURSOLÂNDIA,TO,****,2018-04-12,14:00:00,1
77848,77848,INCIDENTE GRAVE,RIO VERDE,GO,****,2018-04-12,13:00:00,0
77814,77814,INCIDENTE,PORTO ALEGRE,RS,****,2018-04-14,15:41:00,0
77823,77823,ACIDENTE,IPATINGA,MG,****,2018-04-14,14:30:00,0
77830,77830,ACIDENTE,BARÃO DE MELGAÇO,MT,****,2018-04-15,11:10:00,2
77826,77826,ACIDENTE,MONTIVIDIU,GO,####,2018-04-16,12:00:00,0
77818,77818,INCIDENTE,SÃO PAULO,SP,SBMT,2018-04-17,17:15:00,0
77820,77820,ACIDENTE,NOVA ESPERANÇA,PR,****,2018-04-17,14:35:00,0
77840,77840,ACIDENTE,BARCELOS,AM,****,2018-04-17,20:20:00,7
77846,77846,INCIDENTE,LONDRINA,PR,SSOK,2018-04-17,13:30:00,0
77827,77827,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,2018-04-19,22:34:00,0
77832,77832,INCIDENTE,VITÓRIA,ES,SBVT,2018-04-20,23:40:00,0
77836,77836,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,2018-04-20,15:38:00,0
77835,77835,INCIDENTE,CORUMBÁ,MS,SSNV,2018-04-21,19:45:00,0
77841,77841,INCIDENTE GRAVE,NOSSA SENHORA DO LIVRAMENTO,MT,****,2018-04-21,15:30:00,0
77849,77849,INCIDENTE GRAVE,LONDRINA,PR,****,2018-04-27,12:00:00,0
77861,77861,INCIDENTE GRAVE,OURILÂNDIA DO NORTE,PA,SDOW,2018-04-27,14:30:00,1
77851,77851,INCIDENTE GRAVE,PORTO NACIONAL,TO,SWEJ,2018-04-28,11:00:00,0
77852,77852,ACIDENTE,PRIMAVERA DO LESTE,MT,****,2018-04-28,19:40:00,0
77853,77853,ACIDENTE,GOIÂNIA,GO,SWNV,2018-04-29,15:00:00,0
77860,77860,ACIDENTE,LONDRINA,PR,****,2018-04-29,20:45:00,0
77850,77850,ACIDENTE,NOVA OLINDA DO NORTE,AM,****,2018-04-30,11:00:00,0
79567,79567,ACIDENTE,UBATUBA,SP,SDUB,2018-05-01,20:45:00,0
77862,77862,INCIDENTE GRAVE,BALSAS,MA,****,2018-05-03,18:00:00,0
77864,77864,ACIDENTE,PARAGOMINAS,PA,****,2018-05-03,11:40:00,1
77865,77865,ACIDENTE,CURITIBANOS,SC,****,2018-05-04,16:40:00,0
77866,77866,ACIDENTE,VINHEDO,SP,****,2018-05-05,20:30:00,0
77867,77867,INCIDENTE,GAVIÃO PEIXOTO,SP,SBGP,2018-05-05,14:10:00,0
77868,77868,ACIDENTE,QUARTO CENTENÁRIO,PR,****,2018-05-06,18:00:00,1
77871,77871,INCIDENTE,PALMAS,PR,SBPJ,2018-05-07,15:45:00,0
77878,77878,ACIDENTE,CHAPADÃO DO CÉU,GO,****,2018-05-07,11:25:00,4
77872,77872,ACIDENTE,CAMPO FLORIDO,MG,****,2018-05-08,11:00:00,0
77886,77886,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2018-05-08,12:00:00,0
77875,77875,INCIDENTE,BELO HORIZONTE,MG,SBPR,2018-05-09,19:28:00,0
77877,77877,ACIDENTE,RIO DE JANEIRO,RJ,****,2018-05-09,14:05:00,0
77890,77890,INCIDENTE,SOROCABA,SP,SDCO,2018-05-16,14:35:00,0
77891,77891,INCIDENTE,SÃO PAULO,SP,SBMT,2018-05-16,17:10:00,0
77893,77893,ACIDENTE,SALTO DE PIRAPORA,SP,****,2018-05-16,13:30:00,1
77895,77895,ACIDENTE,ITACOATIARA,AM,****,2018-05-16,11:15:00,1
77894,77894,INCIDENTE,SÃO PAULO,SP,SBMT,2018-05-17,15:50:00,0
77896,77896,INCIDENTE GRAVE,IRAÍ DE MINAS,MG,****,2018-05-17,12:00:00,0
77898,77898,INCIDENTE,CARATINGA,MG,SNCT,2018-05-17,11:40:00,0
77899,77899,INCIDENTE,SÃO PAULO,SP,SBMT,2018-05-17,19:40:00,0
77900,77900,ACIDENTE,ITAITUBA,PA,****,2018-05-19,17:20:00,0
77901,77901,INCIDENTE GRAVE,GOIÂNIA,GO,SWNV,2018-05-19,13:00:00,0
77904,77904,INCIDENTE GRAVE,JUIZ DE FORA,MG,SBJF,2018-05-20,19:40:00,0
77909,77909,INCIDENTE,ESTEIO,RS,****,2018-05-20,21:18:00,0
77903,77903,INCIDENTE,UBERLÂNDIA,MG,SBUL,2018-05-21,19:07:00,0
77917,77917,ACIDENTE,ÁGUA LIMPA,GO,****,2018-05-21,14:40:00,0
77957,77957,INCIDENTE,ANGRA DOS REIS,RJ,****,2018-05-21,12:00:00,0
77905,77905,ACIDENTE,MANAUS,AM,****,2018-05-22,13:50:00,1
77911,77911,INCIDENTE GRAVE,FIGUEIRÓPOLIS,TO,****,2018-05-22,13:30:00,0
77910,77910,ACIDENTE,ITANHAÉM,SP,****,2018-05-23,20:38:00,0
77918,77918,INCIDENTE GRAVE,CHAPADÃO DO CÉU,GO,****,2018-05-23,14:00:00,0
78035,78035,INCIDENTE GRAVE,GOIÂNIA,GO,****,2018-05-25,19:30:00,0
77916,77916,INCIDENTE,CURITIBA,PR,SBBI,2018-05-28,17:00:00,0
77923,77923,INCIDENTE GRAVE,SÃO FÉLIX DO ARAGUAIA,MT,SNDP,2018-05-30,11:32:00,0
77924,77924,INCIDENTE,PARNAÍBA,PI,SBPB,2018-05-31,16:40:00,0
77919,77919,ACIDENTE,TATUÍ,SP,****,2018-06-01,14:40:00,0
77921,77921,INCIDENTE GRAVE,SÃO PAULO,SP,****,2018-06-01,15:00:00,0
77943,77943,INCIDENTE,SÃO PAULO,SP,SBMT,2018-06-02,12:25:00,0
77934,77934,INCIDENTE GRAVE,BARRETOS,SP,SNBA,2018-06-03,14:00:00,0
77930,77930,INCIDENTE,MARÍLIA,SP,SBML,2018-06-05,15:30:00,0
77933,77933,ACIDENTE,CAÇAPAVA DO SUL,RS,****,2018-06-06,13:30:00,1
77940,77940,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2018-06-07,23:58:00,0
77942,77942,ACIDENTE,BIRIGUI,SP,SJWQ,2018-06-08,20:05:00,0
77935,77935,INCIDENTE,BELO HORIZONTE,MG,SBBH,2018-06-09,11:11:00,0
77936,77936,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,2018-06-09,17:10:00,0
77944,77944,INCIDENTE,SÃO PAULO,SP,SBMT,2018-06-09,21:05:00,0
77939,77939,INCIDENTE,SÃO PAULO,SP,SBMT,2018-06-10,19:09:00,0
77946,77946,INCIDENTE,FOZ DO IGUAÇU,PR,****,2018-06-11,17:20:00,0
78014,78014,INCIDENTE,BELO HORIZONTE,MG,SBBH,2018-06-15,20:09:00,0
77958,77958,ACIDENTE,REDENÇÃO,PA,SNDC,2018-06-16,21:30:00,0
77961,77961,ACIDENTE,ESPÍRITO SANTO DO DOURADO,MG,****,2018-06-16,21:50:00,0
77966,77966,INCIDENTE,CHAPADÃO DO LAGEADO,SC,****,2018-06-16,09:40:00,0
77978,77978,INCIDENTE,GUARULHOS,SP,****,2018-06-16,10:15:00,0
77963,77963,ACIDENTE,BRASILÂNDIA,MS,SSZL,2018-06-17,17:20:00,0
77969,77969,INCIDENTE,TORRES,RS,SBTR,2018-06-17,12:30:00,0
77967,77967,INCIDENTE,SÃO PAULO,SP,****,2018-06-19,16:25:00,0
77987,77987,INCIDENTE,CURITIBA,PR,SBBI,2018-06-20,11:00:00,0
77975,77975,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,2018-06-22,17:15:00,0
77974,77974,ACIDENTE,PARAUAPEBAS,PA,****,2018-06-23,20:20:00,0
77977,77977,ACIDENTE,FORTALEZA,CE,****,2018-06-23,20:00:00,1
77980,77980,INCIDENTE,PORTO ALEGRE,RS,****,2018-06-23,19:40:00,0
77991,77991,INCIDENTE,BELO HORIZONTE,MG,****,2018-06-23,02:08:00,0
77985,77985,ACIDENTE,ITAITUBA,PA,****,2018-06-25,20:30:00,1
77981,77981,INCIDENTE,SÃO PAULO,SP,SBMT,2018-06-26,09:10:00,0
77993,77993,ACIDENTE,ITAITUBA,PA,****,2018-06-27,17:30:00,0
78011,78011,ACIDENTE,SORRISO,MT,****,2018-06-27,17:50:00,0
77989,77989,INCIDENTE,SANTARÉM,PA,SBSN,2018-06-28,11:50:00,0
78010,78010,INCIDENTE,NOVA PRATA,RS,****,2018-06-28,19:00:00,0
77994,77994,ACIDENTE,ITAITUBA,PA,****,2018-06-29,15:10:00,0
77995,77995,ACIDENTE,TORRES,RS,SBTR,2018-06-30,19:10:00,0
78006,78006,ACIDENTE,BOM JESUS DO GALHO,MG,****,2018-07-01,20:00:00,0
78008,78008,INCIDENTE,BELO HORIZONTE,MG,SBBH,2018-07-01,18:30:00,0
77996,77996,INCIDENTE,SÃO PAULO,SP,SBMT,2018-07-02,17:33:00,0
78004,78004,INCIDENTE GRAVE,PARATY,RJ,SDTK,2018-07-02,15:25:00,0
78025,78025,ACIDENTE,CUMARU DO NORTE,PA,****,2018-07-03,18:00:00,0
78021,78021,INCIDENTE,TANGARÁ DA SERRA,MT,SWTS,2018-07-04,13:00:00,0
78013,78013,INCIDENTE GRAVE,MONTES CLAROS,MG,SBMK,2018-07-05,19:06:00,0
78015,78015,INCIDENTE,GUARATINGUETÁ,SP,SBGW,2018-07-08,17:42:00,0
78018,78018,ACIDENTE,BAURU,SP,SBAE,2018-07-08,12:15:00,2
78023,78023,ACIDENTE,GOIÂNIA,GO,SWNV,2018-07-08,19:04:00,0
78019,78019,INCIDENTE,BELO HORIZONTE,MG,SBBH,2018-07-09,14:07:00,0
78020,78020,INCIDENTE,BELO HORIZONTE,MG,****,2018-07-09,03:00:00,0
78144,78144,INCIDENTE,SEBASTIÃO LEAL,PI,SWUV,2018-07-09,15:29:00,0
78024,78024,INCIDENTE,BELÉM,AL,SBBE,2018-07-10,10:38:00,0
78026,78026,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2018-07-10,11:20:00,0
78028,78028,INCIDENTE,MARINGÁ,PR,SBMG,2018-07-10,17:15:00,0
78031,78031,ACIDENTE,ITÁPOLIS,SP,SDIO,2018-07-12,10:50:00,6
78034,78034,INCIDENTE,JUAZEIRO DO NORTE,CE,****,2018-07-13,20:15:00,0
78057,78057,INCIDENTE,RECIFE,PE,SBRF,2018-07-13,17:10:00,0
78036,78036,ACIDENTE,BOM DESPACHO,MG,SNGQ,2018-07-14,19:00:00,0
78032,78032,INCIDENTE GRAVE,MATINHOS,PR,****,2018-07-16,16:20:00,0
78033,78033,ACIDENTE,CONFINS,MG,SBCF,2018-07-16,22:00:00,0
79530,79530,ACIDENTE,RIACHO DAS ALMAS,PE,****,2018-07-16,18:30:00,0
78037,78037,INCIDENTE,SANTANA,AP,****,2018-07-17,16:05:00,0
78041,78041,INCIDENTE,RECIFE,PE,SBRF,2018-07-18,19:59:00,0
78042,78042,INCIDENTE GRAVE,SANTANA DO LIVRAMENTO,RS,SIXD,2018-07-18,17:15:00,0
78061,78061,INCIDENTE,CAMPO GRANDE,AL,SBCG,2018-07-18,11:11:00,0
78045,78045,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,2018-07-20,13:30:00,0
78051,78051,ACIDENTE,TIMON,MA,****,2018-07-20,12:30:00,0
78053,78053,INCIDENTE,SÃO PAULO,SP,SBMT,2018-07-20,14:25:00,0
78123,78123,INCIDENTE,RECIFE,PE,SBRF,2018-07-20,10:49:00,0
78054,78054,ACIDENTE,RIO DE JANEIRO,RJ,****,2018-07-21,12:00:00,0
